Client,Employee_Id,Employee_Status,Employee_Type,Frequency,GCC,INPER,Id,Job_Code,LCC,MLService,Model,Pay_Code_1,Pay_Code_2,Pay_Code_3,Pay_Code_4,Payinput_Type,PayrollArea,PayrollService,Period_Alight,Run_Id,System,Value,Variable_Name,Variant,Version,WT_40150,WT_401KAT$,WT_401KAT%,WT_401KBT$,WT_401KBT%,WT_401KLN,WT_401MTCH,WT_AUTHOM,WT_Additional Medicare Tax [USA],WT_BENVCH ,WT_CA: Employment Training Tax (ETT) ,WT_CA: Voluntary Disability Insurance (VDI) ,WT_CILLEE,WT_COM,WT_DADDA,WT_DC: District of Columbia Paid Family Leave ,WT_DCARE,WT_DCAREG,WT_DEN,WT_DLIFE,WT_EMLP,WT_EXLFCH,WT_EXLFEE,WT_EXLFSP,WT_EXLFSU,WT_FUI (ER) Credit Reduction [USA],WT_FUI (ER) [USA],WT_Federal Withholding [USA],WT_GTL,WT_GVL,WT_GVLEX ,WT_Gross_Pay,WT_HCARE,WT_HCAREG,WT_HLTSAG,WT_HLTSAV,WT_HYATT,WT_HYPOTX ,WT_IMD,WT_IME,WT_IMM,WT_INFOAR,WT_LTD,WT_Local City (PENN) Local Service Tax (LST) [USA],WT_Local City Withholding (Resident) [USA],WT_Local City Withholding (Work) ,WT_Local City Withholding (Work) [USA],WT_Local County Withholding (Resident) [USA],WT_Local County Withholding (Work) [USA],WT_Local School District Withholding (Resident) [USA],WT_MA: Massachusetts Paid Family Leave ,WT_MED,WT_METHA,WT_Medicare (ER) [USA],WT_Medicare [USA],WT_NEC ,WT_NECOFF ,WT_NJ:  Workforce Development Fund [USA],WT_NY:  New York Metropolitan Commuter Transportation Mobility Tax ,WT_Net_Pay,WT_New Jersey Family Leave Insurance (FLI) ,WT_New Jersey Temporary Disability Fund ,WT_New Jersey Temporary Disability Fund (Mandatory) ,WT_New York Paid Family Leave (Mandatory,WT_OASDI (ER) [USA],WT_OASDI [USA],WT_OR:  Oregon Workers Benefit Fund ,WT_OR:  Oregon Workers Benefit Fund [USA],WT_OR:  Tri,WT_OTTOFF ,WT_Oregon Statewide Transit Tax [USA],WT_PPB,WT_RCA ,WT_REG,WT_ROTH$,WT_ROTH%,WT_ROTH50,WT_SADDA,WT_SDIP,WT_SEV,WT_SHF,WT_SLIFE,WT_SMOKBT,WT_SPSLF,WT_SUI (ER) [USA],WT_SUI [USA],WT_State Withholding (Resident) [USA],WT_State Withholding (Work) [USA],WT_TRV,WT_Total_Deductions,WT_Total_EE_Taxes,WT_Total_ER_Taxes,WT_VIS,WT_VPY,WT_W2Box13PI [USA],WT_WA: Washington Paid Family & Medical Leave ,WT_Withholding Order (Bankruptcy) [USA],WT_Withholding Order (Creditor) [USA],WT_Withholding Order (State Tax Levy) [USA],WT_Withholding Order (Student Loan) [USA],WT_Withholding Order (Support) [USA],WT_XPLC
0,540,Terminated,0,semi-monthly,ALT,202003,471727,0,TST,PAD,A001,HLTSAG,Health Savings Account Goal [USA],HLTSAG,0,Ongoing,sm,WDY,semi-monthly|02/01/2020 - 02/15/2020|Chk1,49,WDT,6000,HLTSAG-Health Savings Account Goal [USA]-HLTSAG-,ALTBM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,692,On Leave,Regular,semi-monthly,ALT,202003,471985,111882,TST,PAD,A001,SUI (ER) [USA],W_SUIER,State: Florida,0,0,sm,WDY,semi-monthly|02/01/2020 - 02/15/2020|Chk1,49,WDT,0,SUI (ER) [USA]-W_SUIER-State: Florida,ALTBM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44,0,0,0,0,7100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0
0,715,Terminated,0,semi-monthly,ALT,202003,462297,0,TST,PAD,A001,Medicare [USA],W_MED,Federal: Federal,0,0,sm,WDY,semi-monthly|02/01/2020 - 02/15/2020|Chk1,49,WDT,0,Medicare [USA]-W_MED-Federal: Federal,ALTBM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,748,Terminated,0,semi-monthly,ALT,202003,462334,0,TST,PAD,A001,NEC , ER Non,Elective Contributions [USA],NECER401K,0,sm,WDY,semi-monthly|02/01/2020 - 02/15/2020|Chk1,49,WDT,0,NEC - ER Non-Elective Contributions [USA]-NECER401K-,ALTBM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,766,Terminated,0,semi-monthly,ALT,202003,462362,0,TST,PAD,A001,HLTSAG,Health Savings Account Goal [USA],HLTSAG,0,Ongoing,sm,WDY,semi-monthly|02/01/2020 - 02/15/2020|Chk1,49,WDT,4550,HLTSAG-Health Savings Account Goal [USA]-HLTSAG-,ALTBM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,888,Terminated,0,semi-monthly,ALT,202003,462544,0,TST,PAD,A001,DEN,Dental Insurance [USA],DEN,0,Ongoing,sm,WDY,semi-monthly|02/01/2020 - 02/15/2020|Chk1,49,WDT,0,DEN-Dental Insurance [USA]-DEN-,ALTBM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,914,Terminated,0,semi-monthly,ALT,202003,462580,0,TST,PAD,A001,NEC , ER Non,Elective Contributions [USA],NECER401K,0,sm,WDY,semi-monthly|02/01/2020 - 02/15/2020|Chk1,49,WDT,0,NEC - ER Non-Elective Contributions [USA]-NECER401K-,ALTBM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,951,On Leave,Regular,semi-monthly,ALT,202003,472418,100620,TST,PAD,A001,401MTCH,401k Match [USA],401MTCH,0,0,sm,WDY,semi-monthly|02/01/2020 - 02/15/2020|Chk1,49,WDT,0,401MTCH-401k Match [USA]-401MTCH-,ALTBM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,4.73,0,0,0,0,0,0,0,0,0,0
0,1052,On Leave,Regular,semi-monthly,ALT,202003,462805,111662,TST,PAD,A001,NEC , ER Non,Elective Contributions [USA],NECER401K,0,sm,WDY,semi-monthly|02/01/2020 - 02/15/2020|Chk1,49,WDT,0,NEC - ER Non-Elective Contributions [USA]-NECER401K-,ALTBM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,5.65,0,0,0,0,0,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0
0,1081,On Leave,Regular,semi-monthly,ALT,202003,462861,102633,TST,PAD,A001,HLTSAG,Health Savings Account Goal [USA],HLTSAG,0,Ongoing,sm,WDY,semi-monthly|02/01/2020 - 02/15/2020|Chk1,49,WDT,3000,HLTSAG-Health Savings Account Goal [USA]-HLTSAG-,ALTBM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,4.14,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0
0,1095,Terminated,0,semi-monthly,ALT,202003,462880,0,TST,PAD,A001,401MTCH,401k Match [USA],401MTCH,0,0,sm,WDY,semi-monthly|02/01/2020 - 02/15/2020|Chk1,49,WDT,0,401MTCH-401k Match [USA]-401MTCH-,ALTBM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1097,Terminated,0,semi-monthly,ALT,202003,462885,0,TST,PAD,A001,FUI (ER) [USA],W_FUI,Federal: Federal,0,0,sm,WDY,semi-monthly|02/01/2020 - 02/15/2020|Chk1,49,WDT,0,FUI (ER) [USA]-W_FUI-Federal: Federal,ALTBM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1111,Terminated,0,semi-monthly,ALT,202003,502055,0,TST,PAD,A001,FUI (ER) [USA],W_FUI,Federal: Federal,0,0,sm,WDY,semi-monthly|02/01/2020 - 02/15/2020|Chk1,49,WDT,0,FUI (ER) [USA]-W_FUI-Federal: Federal,ALTBM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1148,Terminated,0,semi-monthly,ALT,202003,462968,0,TST,PAD,A001,VIS,Vision Insurance [USA],VIS,0,Ongoing,sm,WDY,semi-monthly|02/01/2020 - 02/15/2020|Chk1,49,WDT,0,VIS-Vision Insurance [USA]-VIS-,ALTBM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1224,On Leave,Regular,semi-monthly,ALT,202003,463089,102051,TST,PAD,A001,Total_Deductions,0,0,0,0,sm,WDY,semi-monthly|02/01/2020 - 02/15/2020|Chk1,49,WDT,0,Total_Deductions,ALTBM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1278,Active,Regular,semi-monthly,ALT,202003,463182,101962,TST,PAD,A001,401KBT%,401k Before,tax % [USA],401KBT%,Ongoing,sm,WDY,semi-monthly|02/01/2020 - 02/15/2020|Chk1,49,WDT,0,401KBT%-401k Before-tax % [USA]-401KBT%-,ALTBM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1282,On Leave,Regular,semi-monthly,ALT,202003,511953,101966,TST,PAD,A001,W2Box13PI [USA],W2Box13PI,0,0,0,sm,WDY,semi-monthly|02/01/2020 - 02/15/2020|Chk1,49,WDT,0,W2Box13PI [USA]-W2Box13PI-,ALTBM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,0,0,0,0,0,0,0,0,0,0,9.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,15.71,0,0,0,0,0,0,0,0,0,0
0,1284,Terminated,0,semi-monthly,ALT,202003,511955,0,TST,PAD,A001,SUI (ER) [USA],W_SUIER,State: Illinois,0,0,sm,WDY,semi-monthly|02/01/2020 - 02/15/2020|Chk1,49,WDT,0,SUI (ER) [USA]-W_SUIER-State: Illinois,ALTBM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1314,Terminated,0,semi-monthly,ALT,202003,472973,0,TST,PAD,A001,DADDA,Dependent AD&D [USA],DADDA,0,Ongoing,sm,WDY,semi-monthly|02/01/2020 - 02/15/2020|Chk1,49,WDT,0,DADDA-Dependent AD&D [USA]-DADDA-,ALTBM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1352,Terminated,0,semi-monthly,ALT,202003,512057,0,TST,PAD,A001,FUI (ER) [USA],W_FUI,Federal: Federal,0,0,sm,WDY,semi-monthly|02/01/2020 - 02/15/2020|Chk1,49,WDT,0,FUI (ER) [USA]-W_FUI-Federal: Federal,ALTBM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1362,Terminated,0,semi-monthly,ALT,202003,482740,0,TST,PAD,A001,HLTSAG,Health Savings Account Goal [USA],HLTSAG,0,Ongoing,sm,WDY,semi-monthly|02/01/2020 - 02/15/2020|Chk1,49,WDT,7100,HLTSAG-Health Savings Account Goal [USA]-HLTSAG-,ALTBM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
